,Unnamed: 0.1,Unnamed: 0,Datetime,Country,Zone name,Zone id,carbon_intensity,Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data estimated,hour,day_of_week,month,is_weekend,carbon_1hr_ago,is_summer,hour_sin,hour_cos,carbon_trend,trend_magnitude,is_stable,carbon_24hr_ago,carbon_avg_3hr
3250,3420,3420.0,2023-05-23 12:00:00,USA,USA,US,336.92,405.2,40.81,20.16,False,12.0,1.0,5.0,False,333.39,False,1.22464679914735e-16,-1.0,3.53000000000003,3.53000000000003,True,311.89,331.17
3251,3421,3421.0,2023-05-23 13:00:00,USA,USA,US,332.56,400.81,41.52,21.51,False,13.0,1.0,5.0,False,336.92,False,-0.258819045102521,-0.965925826289068,-4.36000000000001,4.36000000000001,True,309.81,334.29
3252,3422,3422.0,2023-05-23 14:00:00,USA,USA,US,327.48,395.03,42.6,23.24,False,14.0,1.0,5.0,False,332.56,False,-0.5,-0.866025403784439,-5.07999999999998,5.07999999999998,True,310.42,332.32
3253,3423,3423.0,2023-05-23 15:00:00,USA,USA,US,327.89,395.48,42.62,23.85,False,15.0,1.0,5.0,False,327.48,False,-0.707106781186547,-0.707106781186548,0.409999999999968,0.409999999999968,True,313.16,329.31
3254,3424,3424.0,2023-05-23 16:00:00,USA,USA,US,331.79,400.09,41.83,23.54,False,16.0,1.0,5.0,False,327.89,False,-0.866025403784438,-0.5,3.90000000000003,3.90000000000003,True,316.82,329.053333333333
3255,3425,3425.0,2023-05-23 17:00:00,USA,USA,US,333.83,402.8,41.2,23.35,False,17.0,1.0,5.0,False,331.79,False,-0.965925826289068,-0.258819045102521,2.03999999999996,2.03999999999996,True,321.22,331.17
3256,3426,3426.0,2023-05-23 18:00:00,USA,USA,US,335.34,404.83,40.75,23.34,False,18.0,1.0,5.0,False,333.83,False,-1.0,-1.83697019872103e-16,1.50999999999999,1.50999999999999,True,326.83,333.653333333333
3257,3427,3427.0,2023-05-23 19:00:00,USA,USA,US,335.43,405.12,40.62,23.6,False,19.0,1.0,5.0,False,335.34,False,-0.965925826289068,0.25881904510252,0.0900000000000318,0.0900000000000318,True,332.26,334.866666666667
3258,3428,3428.0,2023-05-23 20:00:00,USA,USA,US,335.36,405.3,40.45,23.8,False,20.0,1.0,5.0,False,335.43,False,-0.866025403784439,0.5,-0.0699999999999932,0.0699999999999932,True,346.02,335.376666666667
3259,3429,3429.0,2023-05-23 21:00:00,USA,USA,US,335.45,405.27,40.48,23.96,False,21.0,1.0,5.0,False,335.36,False,-0.707106781186548,0.707106781186547,0.089999999999975,0.089999999999975,True,342.62,335.413333333333
3260,3430,3430.0,2023-05-23 22:00:00,USA,USA,US,337.92,408.0,40.13,23.57,False,22.0,1.0,5.0,False,335.45,False,-0.5,0.866025403784438,2.47000000000003,2.47000000000003,True,328.99,336.243333333333
3261,3431,3431.0,2023-05-23 23:00:00,USA,USA,US,340.93,411.29,39.6,22.8,False,23.0,1.0,5.0,False,337.92,False,-0.258819045102522,0.965925826289068,3.00999999999999,3.00999999999999,True,348.22,338.1
3262,3432,3432.0,2023-05-24 00:00:00,USA,USA,US,343.18,413.82,39.07,22.11,False,0.0,2.0,5.0,False,340.93,False,0.0,1.0,2.25,2.25,True,353.63,340.676666666667
3263,3433,3433.0,2023-05-24 01:00:00,USA,USA,US,348.53,419.53,38.22,20.85,False,1.0,2.0,5.0,False,343.18,False,0.258819045102521,0.965925826289068,5.34999999999997,5.34999999999997,True,353.9,344.213333333333
3264,3434,3434.0,2023-05-24 02:00:00,USA,USA,US,349.38,419.35,38.57,20.37,False,2.0,2.0,5.0,False,348.53,False,0.5,0.866025403784439,0.850000000000023,0.850000000000023,True,346.71,347.03
3265,3435,3435.0,2023-05-24 03:00:00,USA,USA,US,342.38,410.64,40.05,20.7,False,3.0,2.0,5.0,False,349.38,False,0.707106781186548,0.707106781186548,-7.0,7.0,True,331.28,346.763333333333
3266,3436,3436.0,2023-05-24 04:00:00,USA,USA,US,332.46,398.98,41.83,21.25,False,4.0,2.0,5.0,False,342.38,False,0.866025403784439,0.5,-9.92000000000002,9.92000000000002,True,318.29,341.406666666667
3267,3437,3437.0,2023-05-24 05:00:00,USA,USA,US,318.9,384.25,43.64,21.82,False,5.0,2.0,5.0,False,332.46,False,0.965925826289068,0.258819045102521,-13.56,13.56,False,306.74,331.246666666667
3268,3438,3438.0,2023-05-24 06:00:00,USA,USA,US,313.12,378.02,44.39,21.64,False,6.0,2.0,5.0,False,318.9,False,1.0,6.12323399573677e-17,-5.77999999999997,5.77999999999997,True,302.49,321.493333333333
3269,3439,3439.0,2023-05-24 07:00:00,USA,USA,US,314.64,379.65,44.21,20.79,False,7.0,2.0,5.0,False,313.12,False,0.965925826289068,-0.258819045102521,1.51999999999998,1.51999999999998,True,302.75,315.553333333333
3270,3440,3440.0,2023-05-24 08:00:00,USA,USA,US,321.77,388.03,42.9,19.18,False,8.0,2.0,5.0,False,314.64,False,0.866025403784439,-0.5,7.13,7.13,True,305.19,316.51
3271,3441,3441.0,2023-05-24 09:00:00,USA,USA,US,331.75,399.58,41.15,17.75,False,9.0,2.0,5.0,False,321.77,False,0.707106781186548,-0.707106781186548,9.98000000000002,9.98000000000002,True,312.47,322.72
3272,3442,3442.0,2023-05-24 10:00:00,USA,USA,US,338.47,407.43,39.89,17.12,False,10.0,2.0,5.0,False,331.75,False,0.5,-0.866025403784439,6.72000000000003,6.72000000000003,True,323.2,330.663333333333
3273,3443,3443.0,2023-05-24 11:00:00,USA,USA,US,340.91,410.35,39.46,17.4,False,11.0,2.0,5.0,False,338.47,False,0.258819045102521,-0.965925826289068,2.44,2.44,True,333.39,337.043333333333
3274,3444,3444.0,2023-05-24 12:00:00,USA,USA,US,338.9,407.72,40.1,18.74,False,12.0,2.0,5.0,False,340.91,False,1.22464679914735e-16,-1.0,-2.01000000000005,2.01000000000005,True,336.92,339.426666666667
3275,3445,3445.0,2023-05-24 13:00:00,USA,USA,US,331.45,399.71,41.3,20.57,False,13.0,2.0,5.0,False,338.9,False,-0.258819045102521,-0.965925826289068,-7.44999999999999,7.44999999999999,True,332.56,337.086666666667
3276,3446,3446.0,2023-05-24 14:00:00,USA,USA,US,323.0,390.14,42.86,22.7,False,14.0,2.0,5.0,False,331.45,False,-0.5,-0.866025403784439,-8.44999999999999,8.44999999999999,True,327.48,331.116666666667
3277,3447,3447.0,2023-05-24 15:00:00,USA,USA,US,317.2,383.54,43.95,24.37,False,15.0,2.0,5.0,False,323.0,False,-0.707106781186547,-0.707106781186548,-5.80000000000001,5.80000000000001,True,327.89,323.883333333333
3278,3448,3448.0,2023-05-24 16:00:00,USA,USA,US,312.98,378.95,44.53,25.43,False,16.0,2.0,5.0,False,317.2,False,-0.866025403784438,-0.5,-4.21999999999997,4.21999999999997,True,331.79,317.726666666667
3279,3449,3449.0,2023-05-24 17:00:00,USA,USA,US,313.56,379.74,44.32,25.73,False,17.0,2.0,5.0,False,312.98,False,-0.965925826289068,-0.258819045102521,0.579999999999984,0.579999999999984,True,333.83,314.58
3280,3450,3450.0,2023-05-24 18:00:00,USA,USA,US,316.57,382.91,43.95,25.75,False,18.0,2.0,5.0,False,313.56,False,-1.0,-1.83697019872103e-16,3.00999999999999,3.00999999999999,True,335.34,314.37
3281,3451,3451.0,2023-05-24 19:00:00,USA,USA,US,316.86,383.17,43.9,26.11,False,19.0,2.0,5.0,False,316.57,False,-0.965925826289068,0.25881904510252,0.29000000000002,0.29000000000002,True,335.43,315.663333333333
3282,3452,3452.0,2023-05-24 20:00:00,USA,USA,US,316.01,382.47,43.86,26.48,False,20.0,2.0,5.0,False,316.86,False,-0.866025403784439,0.5,-0.850000000000023,0.850000000000023,True,335.36,316.48
3283,3453,3453.0,2023-05-24 21:00:00,USA,USA,US,316.6,383.05,43.78,26.59,False,21.0,2.0,5.0,False,316.01,False,-0.707106781186548,0.707106781186547,0.590000000000032,0.590000000000032,True,335.45,316.49
3284,3454,3454.0,2023-05-24 22:00:00,USA,USA,US,316.94,383.25,43.75,26.48,False,22.0,2.0,5.0,False,316.6,True,-0.5,0.866025403784438,0.339999999999975,0.339999999999975,True,337.92,316.516666666667
3285,3455,3455.0,2023-05-24 23:00:00,USA,USA,US,314.94,381.38,43.76,26.26,False,23.0,2.0,5.0,False,316.94,True,-0.258819045102522,0.965925826289068,-2.0,2.0,True,340.93,316.16
3286,3456,3456.0,2023-05-25 00:00:00,USA,USA,US,315.05,381.56,43.59,25.77,False,0.0,3.0,5.0,False,314.94,True,0.0,1.0,0.110000000000014,0.110000000000014,True,343.18,315.643333333333
3287,3457,3457.0,2023-05-25 01:00:00,USA,USA,US,318.02,384.84,42.99,24.75,False,1.0,3.0,5.0,False,315.05,True,0.258819045102521,0.965925826289068,2.96999999999997,2.96999999999997,True,348.53,316.003333333333
3288,3458,3458.0,2023-05-25 02:00:00,USA,USA,US,318.33,384.57,43.08,23.96,False,2.0,3.0,5.0,False,318.02,True,0.5,0.866025403784439,0.310000000000002,0.310000000000002,True,349.38,317.133333333333
3289,3459,3459.0,2023-05-25 03:00:00,USA,USA,US,311.88,376.28,44.65,24.36,False,3.0,3.0,5.0,False,318.33,True,0.707106781186548,0.707106781186548,-6.44999999999999,6.44999999999999,True,342.38,316.076666666667
3290,3460,3460.0,2023-05-25 04:00:00,USA,USA,US,302.54,365.15,46.58,24.97,False,4.0,3.0,5.0,False,311.88,True,0.866025403784439,0.5,-9.33999999999998,9.33999999999998,True,332.46,310.916666666667
3291,3461,3461.0,2023-05-25 05:00:00,USA,USA,US,291.76,352.89,48.4,25.72,False,5.0,3.0,5.0,False,302.54,True,0.965925826289068,0.258819045102521,-10.78,10.78,False,318.9,302.06
3292,3462,3462.0,2023-05-25 06:00:00,USA,USA,US,281.31,341.34,49.98,26.45,False,6.0,3.0,5.0,False,291.76,True,1.0,6.12323399573677e-17,-10.45,10.45,False,313.12,291.87
3293,3463,3463.0,2023-05-25 07:00:00,USA,USA,US,279.93,339.83,50.21,26.07,False,7.0,3.0,5.0,False,281.31,True,0.965925826289068,-0.258819045102521,-1.38,1.38,True,314.64,284.333333333333
3294,3464,3464.0,2023-05-25 08:00:00,USA,USA,US,284.76,345.32,49.42,24.94,False,8.0,3.0,5.0,False,279.93,True,0.866025403784439,-0.5,4.82999999999998,4.82999999999998,True,321.77,282.0
3295,3465,3465.0,2023-05-25 09:00:00,USA,USA,US,290.9,352.77,48.1,23.82,False,9.0,3.0,5.0,False,284.76,True,0.707106781186548,-0.707106781186548,6.13999999999999,6.13999999999999,True,331.75,285.196666666667
3296,3466,3466.0,2023-05-25 10:00:00,USA,USA,US,299.52,362.86,46.49,22.98,False,10.0,3.0,5.0,False,290.9,True,0.5,-0.866025403784439,8.62000000000001,8.62000000000001,True,338.47,291.726666666667
3297,3467,3467.0,2023-05-25 11:00:00,USA,USA,US,303.62,367.81,45.76,23.15,False,11.0,3.0,5.0,False,299.52,True,0.258819045102521,-0.965925826289068,4.10000000000002,4.10000000000002,True,340.91,298.013333333333
3298,3468,3468.0,2023-05-25 12:00:00,USA,USA,US,302.28,365.97,46.34,24.43,False,12.0,3.0,5.0,False,303.62,True,1.22464679914735e-16,-1.0,-1.34000000000003,1.34000000000003,True,338.9,301.806666666667
3299,3469,3469.0,2023-05-25 13:00:00,USA,USA,US,297.86,360.86,47.33,26.0,False,13.0,3.0,5.0,False,302.28,True,-0.258819045102521,-0.965925826289068,-4.41999999999996,4.41999999999996,True,331.45,301.253333333333
3300,3470,3470.0,2023-05-25 14:00:00,USA,USA,US,293.25,355.7,48.2,27.42,False,14.0,3.0,5.0,False,297.86,True,-0.5,-0.866025403784439,-4.61000000000001,4.61000000000001,True,323.0,297.796666666667
3301,3471,3471.0,2023-05-25 15:00:00,USA,USA,US,294.34,356.88,48.13,27.85,False,15.0,3.0,5.0,False,293.25,True,-0.707106781186547,-0.707106781186548,1.08999999999998,1.08999999999998,True,317.2,295.15
3302,3472,3472.0,2023-05-25 16:00:00,USA,USA,US,297.8,361.14,47.34,27.49,False,16.0,3.0,5.0,False,294.34,True,-0.866025403784438,-0.5,3.46000000000004,3.46000000000004,True,312.98,295.13
3303,3473,3473.0,2023-05-25 17:00:00,USA,USA,US,297.85,361.62,47.01,27.68,False,17.0,3.0,5.0,False,297.8,True,-0.965925826289068,-0.258819045102521,0.0500000000000114,0.0500000000000114,True,313.56,296.663333333333
3304,3474,3474.0,2023-05-25 18:00:00,USA,USA,US,297.32,361.28,46.82,27.85,False,18.0,3.0,5.0,False,297.85,True,-1.0,-1.83697019872103e-16,-0.53000000000003,0.53000000000003,True,316.57,297.656666666667
3305,3475,3475.0,2023-05-25 19:00:00,USA,USA,US,295.24,359.1,47.03,28.37,False,19.0,3.0,5.0,False,297.32,True,-0.965925826289068,0.25881904510252,-2.07999999999998,2.07999999999998,True,316.86,296.803333333333
3306,3476,3476.0,2023-05-25 20:00:00,USA,USA,US,293.99,358.0,47.01,28.71,False,20.0,3.0,5.0,False,295.24,True,-0.866025403784439,0.5,-1.25,1.25,True,316.01,295.516666666667
3307,3477,3477.0,2023-05-25 21:00:00,USA,USA,US,293.13,357.27,46.94,28.9,False,21.0,3.0,5.0,False,293.99,True,-0.707106781186548,0.707106781186547,-0.860000000000014,0.860000000000014,True,316.6,294.12
3308,3478,3478.0,2023-05-25 22:00:00,USA,USA,US,292.2,356.44,46.94,28.95,False,22.0,3.0,5.0,False,293.13,True,-0.5,0.866025403784438,-0.930000000000007,0.930000000000007,True,316.94,293.106666666667
3309,3479,3479.0,2023-05-25 23:00:00,USA,USA,US,291.91,356.02,46.92,28.76,False,23.0,3.0,5.0,False,292.2,True,-0.258819045102522,0.965925826289068,-0.289999999999964,0.289999999999964,True,314.94,292.413333333333
3310,3480,3480.0,2023-05-26 00:00:00,USA,USA,US,295.6,360.57,45.77,27.15,False,0.0,4.0,5.0,False,291.91,True,0.0,1.0,3.69,3.69,True,315.05,293.236666666667
3311,3481,3481.0,2023-05-26 01:00:00,USA,USA,US,302.9,368.73,44.5,25.53,False,1.0,4.0,5.0,False,295.6,True,0.258819045102521,0.965925826289068,7.29999999999995,7.29999999999995,True,318.02,296.803333333333
3312,3482,3482.0,2023-05-26 02:00:00,USA,USA,US,300.8,365.87,44.95,25.19,False,2.0,4.0,5.0,False,302.9,True,0.5,0.866025403784439,-2.09999999999997,2.09999999999997,True,318.33,299.766666666667
3313,3483,3483.0,2023-05-26 03:00:00,USA,USA,US,291.32,354.27,46.98,26.06,False,3.0,4.0,5.0,False,300.8,True,0.707106781186548,0.707106781186548,-9.48000000000002,9.48000000000002,True,311.88,298.34
3314,3484,3484.0,2023-05-26 04:00:00,USA,USA,US,281.23,342.39,48.94,26.74,False,4.0,4.0,5.0,False,291.32,True,0.866025403784439,0.5,-10.09,10.09,False,302.54,291.116666666667
3315,3485,3485.0,2023-05-26 05:00:00,USA,USA,US,278.32,338.57,49.87,26.51,False,5.0,4.0,5.0,False,281.23,True,0.965925826289068,0.258819045102521,-2.91000000000003,2.91000000000003,True,291.76,283.623333333333
3316,3486,3486.0,2023-05-26 06:00:00,USA,USA,US,270.65,329.87,51.19,26.77,False,6.0,4.0,5.0,False,278.32,True,1.0,6.12323399573677e-17,-7.67000000000002,7.67000000000002,True,281.31,276.733333333333
3317,3487,3487.0,2023-05-26 07:00:00,USA,USA,US,267.8,326.73,51.56,26.54,False,7.0,4.0,5.0,False,270.65,True,0.965925826289068,-0.258819045102521,-2.84999999999997,2.84999999999997,True,279.93,272.256666666667
3318,3488,3488.0,2023-05-26 08:00:00,USA,USA,US,266.42,325.42,51.66,26.34,False,8.0,4.0,5.0,False,267.8,True,0.866025403784439,-0.5,-1.38,1.38,True,284.76,268.29
3319,3489,3489.0,2023-05-26 09:00:00,USA,USA,US,269.26,329.26,50.84,25.75,False,9.0,4.0,5.0,False,266.42,True,0.707106781186548,-0.707106781186548,2.83999999999998,2.83999999999998,True,290.9,267.826666666667
3320,3490,3490.0,2023-05-26 10:00:00,USA,USA,US,271.91,332.89,50.02,25.68,False,10.0,4.0,5.0,False,269.26,True,0.5,-0.866025403784439,2.65000000000003,2.65000000000003,True,299.52,269.196666666667
3321,3491,3491.0,2023-05-26 11:00:00,USA,USA,US,275.28,337.25,49.17,25.65,False,11.0,4.0,5.0,False,271.91,True,0.258819045102521,-0.965925826289068,3.36999999999995,3.36999999999995,True,303.62,272.15
3322,3492,3492.0,2023-05-26 12:00:00,USA,USA,US,277.39,339.52,49.04,26.19,False,12.0,4.0,5.0,False,275.28,True,1.22464679914735e-16,-1.0,2.11000000000001,2.11000000000001,True,302.28,274.86
3323,3493,3493.0,2023-05-26 13:00:00,USA,USA,US,280.39,342.37,49.11,26.97,False,13.0,4.0,5.0,False,277.39,True,-0.258819045102521,-0.965925826289068,3.0,3.0,True,297.86,277.686666666667
3324,3494,3494.0,2023-05-26 14:00:00,USA,USA,US,277.31,338.84,49.76,28.41,False,14.0,4.0,5.0,False,280.39,True,-0.5,-0.866025403784439,-3.07999999999998,3.07999999999998,True,293.25,278.363333333333
3325,3495,3495.0,2023-05-26 15:00:00,USA,USA,US,278.69,340.27,49.7,28.83,False,15.0,4.0,5.0,False,277.31,True,-0.707106781186547,-0.707106781186548,1.38,1.38,True,294.34,278.796666666667
3326,3496,3496.0,2023-05-26 16:00:00,USA,USA,US,279.38,340.98,49.63,29.35,False,16.0,4.0,5.0,False,278.69,True,-0.866025403784438,-0.5,0.689999999999998,0.689999999999998,True,297.8,278.46
3327,3497,3497.0,2023-05-26 17:00:00,USA,USA,US,281.86,344.18,48.98,29.26,False,17.0,4.0,5.0,False,279.38,True,-0.965925826289068,-0.258819045102521,2.48000000000002,2.48000000000002,True,297.85,279.976666666667
3328,3498,3498.0,2023-05-26 18:00:00,USA,USA,US,283.57,346.08,48.69,29.34,False,18.0,4.0,5.0,False,281.86,True,-1.0,-1.83697019872103e-16,1.70999999999998,1.70999999999998,True,297.32,281.603333333333
3329,3499,3499.0,2023-05-26 19:00:00,USA,USA,US,282.47,344.96,48.78,29.77,False,19.0,4.0,5.0,False,283.57,True,-0.965925826289068,0.25881904510252,-1.09999999999997,1.09999999999997,True,295.24,282.633333333333
3330,3500,3500.0,2023-05-26 20:00:00,USA,USA,US,285.16,347.94,48.34,29.57,False,20.0,4.0,5.0,False,282.47,True,-0.866025403784439,0.5,2.69,2.69,True,293.99,283.733333333333
3331,3501,3501.0,2023-05-26 21:00:00,USA,USA,US,288.59,351.87,47.73,29.19,False,21.0,4.0,5.0,False,285.16,True,-0.707106781186548,0.707106781186547,3.42999999999995,3.42999999999995,True,293.13,285.406666666667
3332,3502,3502.0,2023-05-26 22:00:00,USA,USA,US,291.44,355.04,47.24,28.74,False,22.0,4.0,5.0,False,288.59,True,-0.5,0.866025403784438,2.85000000000002,2.85000000000002,True,292.2,288.396666666667
3333,3503,3503.0,2023-05-26 23:00:00,USA,USA,US,295.24,359.26,46.58,27.78,False,23.0,4.0,5.0,False,291.44,True,-0.258819045102522,0.965925826289068,3.8000000000000096,3.8000000000000096,True,291.91,291.756666666667
3334,3504,3504.0,2023-05-27 00:00:00,USA,USA,US,301.95,366.89,45.53,26.5,False,0.0,5.0,5.0,True,295.24,True,0.0,1.0,6.70999999999998,6.70999999999998,True,295.6,296.21
3335,3505,3505.0,2023-05-27 01:00:00,USA,USA,US,305.74,371.3,44.69,25.22,False,1.0,5.0,5.0,True,301.95,True,0.258819045102521,0.965925826289068,3.79000000000002,3.79000000000002,True,302.9,300.976666666667
3336,3506,3506.0,2023-05-27 02:00:00,USA,USA,US,300.76,365.06,45.63,25.37,False,2.0,5.0,5.0,True,305.74,True,0.5,0.866025403784439,-4.98000000000002,4.98000000000002,True,300.8,302.816666666667
3337,3507,3507.0,2023-05-27 03:00:00,USA,USA,US,290.91,352.92,47.76,26.39,False,3.0,5.0,5.0,True,300.76,True,0.707106781186548,0.707106781186548,-9.84999999999997,9.84999999999997,True,291.32,299.136666666667
3338,3508,3508.0,2023-05-27 04:00:00,USA,USA,US,284.64,345.02,49.35,26.7,False,4.0,5.0,5.0,True,290.91,True,0.866025403784439,0.5,-6.27000000000004,6.27000000000004,True,281.23,292.103333333333
3339,3509,3509.0,2023-05-27 05:00:00,USA,USA,US,276.07,335.05,51.0,27.08,False,5.0,5.0,5.0,True,284.64,True,0.965925826289068,0.258819045102521,-8.56999999999999,8.56999999999999,True,278.32,283.873333333333
3340,3510,3510.0,2023-05-27 06:00:00,USA,USA,US,267.01,324.63,52.64,27.75,False,6.0,5.0,5.0,True,276.07,True,1.0,6.12323399573677e-17,-9.06,9.06,True,270.65,275.906666666667
3341,3511,3511.0,2023-05-27 07:00:00,USA,USA,US,262.64,319.57,53.46,28.0,False,7.0,5.0,5.0,True,267.01,True,0.965925826289068,-0.258819045102521,-4.37,4.37,True,267.8,268.573333333333
3342,3512,3512.0,2023-05-27 08:00:00,USA,USA,US,260.3,316.67,54.04,28.08,False,8.0,5.0,5.0,True,262.64,True,0.866025403784439,-0.5,-2.33999999999998,2.33999999999998,True,266.42,263.316666666667
3343,3513,3513.0,2023-05-27 09:00:00,USA,USA,US,263.07,320.12,53.41,27.29,False,9.0,5.0,5.0,True,260.3,True,0.707106781186548,-0.707106781186548,2.76999999999998,2.76999999999998,True,269.26,262.003333333333
3344,3514,3514.0,2023-05-27 10:00:00,USA,USA,US,268.42,326.35,52.47,26.5,False,10.0,5.0,5.0,True,263.07,True,0.5,-0.866025403784439,5.35000000000002,5.35000000000002,True,271.91,263.93
3345,3515,3515.0,2023-05-27 11:00:00,USA,USA,US,268.84,327.1,52.33,26.67,False,11.0,5.0,5.0,True,268.42,True,0.258819045102521,-0.965925826289068,0.419999999999959,0.419999999999959,True,275.28,266.776666666667
3346,3516,3516.0,2023-05-27 12:00:00,USA,USA,US,266.89,325.65,52.33,27.34,False,12.0,5.0,5.0,True,268.84,True,1.22464679914735e-16,-1.0,-1.94999999999999,1.94999999999999,True,277.39,268.05
3347,3517,3517.0,2023-05-27 13:00:00,USA,USA,US,270.12,330.48,51.28,27.14,False,13.0,5.0,5.0,True,266.89,True,-0.258819045102521,-0.965925826289068,3.23000000000002,3.23000000000002,True,280.39,268.616666666667
3348,3518,3518.0,2023-05-27 14:00:00,USA,USA,US,270.02,330.82,51.14,27.95,False,14.0,5.0,5.0,True,270.12,True,-0.5,-0.866025403784439,-0.100000000000023,0.100000000000023,True,277.31,269.01
3349,3519,3519.0,2023-05-27 15:00:00,USA,USA,US,267.01,327.42,51.65,29.16,False,15.0,5.0,5.0,True,270.02,True,-0.707106781186547,-0.707106781186548,-3.00999999999999,3.00999999999999,True,278.69,269.05
3350,3520,3520.0,2023-05-27 16:00:00,USA,USA,US,265.13,325.36,51.89,30.0,False,16.0,5.0,5.0,True,267.01,True,-0.866025403784438,-0.5,-1.88,1.88,True,279.38,267.386666666667
3351,3521,3521.0,2023-05-27 17:00:00,USA,USA,US,265.44,326.16,51.54,30.14,False,17.0,5.0,5.0,True,265.13,True,-0.965925826289068,-0.258819045102521,0.310000000000002,0.310000000000002,True,281.86,265.86
3352,3522,3522.0,2023-05-27 18:00:00,USA,USA,US,268.66,329.89,50.9,29.89,False,18.0,5.0,5.0,True,265.44,True,-1.0,-1.83697019872103e-16,3.22000000000003,3.22000000000003,True,283.57,266.41
3353,3523,3523.0,2023-05-27 19:00:00,USA,USA,US,271.45,333.12,50.38,29.78,False,19.0,5.0,5.0,True,268.66,True,-0.965925826289068,0.25881904510252,2.78999999999996,2.78999999999996,True,282.47,268.516666666667
3354,3524,3524.0,2023-05-27 20:00:00,USA,USA,US,276.56,339.01,49.47,29.31,False,20.0,5.0,5.0,True,271.45,True,-0.866025403784439,0.5,5.11000000000001,5.11000000000001,True,285.16,272.223333333333
3355,3525,3525.0,2023-05-27 21:00:00,USA,USA,US,280.84,344.11,48.58,28.84,False,21.0,5.0,5.0,True,276.56,True,-0.707106781186548,0.707106781186547,4.27999999999997,4.27999999999997,True,288.59,276.283333333333
3356,3526,3526.0,2023-05-27 22:00:00,USA,USA,US,284.39,348.19,47.86,28.29,False,22.0,5.0,5.0,True,280.84,True,-0.5,0.866025403784438,3.55000000000001,3.55000000000001,True,291.44,280.596666666667
3357,3527,3527.0,2023-05-27 23:00:00,USA,USA,US,287.63,351.26,47.6,28.01,False,23.0,5.0,5.0,True,284.39,True,-0.258819045102522,0.965925826289068,3.24000000000001,3.24000000000001,True,295.24,284.286666666667
3358,3528,3528.0,2023-05-28 00:00:00,USA,USA,US,289.52,353.29,47.31,27.56,False,0.0,6.0,5.0,True,287.63,True,0.0,1.0,1.88999999999999,1.88999999999999,True,301.95,287.18
3359,3529,3529.0,2023-05-28 01:00:00,USA,USA,US,295.33,360.17,46.05,25.96,False,1.0,6.0,5.0,True,289.52,True,0.258819045102521,0.965925826289068,5.81,5.81,True,305.74,290.826666666667
3360,3530,3530.0,2023-05-28 02:00:00,USA,USA,US,295.63,359.76,46.21,25.47,False,2.0,6.0,5.0,True,295.33,True,0.5,0.866025403784439,0.300000000000011,0.300000000000011,True,300.76,293.493333333333
3361,3531,3531.0,2023-05-28 03:00:00,USA,USA,US,287.77,349.89,48.01,26.37,False,3.0,6.0,5.0,True,295.63,True,0.707106781186548,0.707106781186548,-7.86000000000001,7.86000000000001,True,290.91,292.91
3362,3532,3532.0,2023-05-28 04:00:00,USA,USA,US,282.26,342.41,49.73,26.81,False,4.0,6.0,5.0,True,287.77,True,0.866025403784439,0.5,-5.50999999999999,5.50999999999999,True,284.64,288.553333333333
3363,3533,3533.0,2023-05-28 05:00:00,USA,USA,US,279.22,338.45,50.59,26.61,False,5.0,6.0,5.0,True,282.26,True,0.965925826289068,0.258819045102521,-3.03999999999996,3.03999999999996,True,276.07,283.083333333333
3364,3534,3534.0,2023-05-28 06:00:00,USA,USA,US,273.49,331.96,51.64,26.69,False,6.0,6.0,5.0,True,279.22,True,1.0,6.12323399573677e-17,-5.73000000000002,5.73000000000002,True,267.01,278.323333333333
3365,3535,3535.0,2023-05-28 07:00:00,USA,USA,US,271.31,329.12,52.29,26.66,False,7.0,6.0,5.0,True,273.49,True,0.965925826289068,-0.258819045102521,-2.18000000000001,2.18000000000001,True,262.64,274.673333333333
3366,3536,3536.0,2023-05-28 08:00:00,USA,USA,US,274.03,332.11,51.96,25.74,False,8.0,6.0,5.0,True,271.31,True,0.866025403784439,-0.5,2.71999999999997,2.71999999999997,True,260.3,272.943333333333
3367,3537,3537.0,2023-05-28 09:00:00,USA,USA,US,277.97,336.79,51.19,24.78,False,9.0,6.0,5.0,True,274.03,True,0.707106781186548,-0.707106781186548,3.9400000000000497,3.9400000000000497,True,263.07,274.436666666667
3368,3538,3538.0,2023-05-28 10:00:00,USA,USA,US,279.43,338.49,50.94,24.54,False,10.0,6.0,5.0,True,277.97,True,0.5,-0.866025403784439,1.45999999999998,1.45999999999998,True,268.42,277.143333333333
3369,3539,3539.0,2023-05-28 11:00:00,USA,USA,US,279.92,339.15,50.9,24.65,False,11.0,6.0,5.0,True,279.43,True,0.258819045102521,-0.965925826289068,0.490000000000009,0.490000000000009,True,268.84,279.106666666667
3370,3540,3540.0,2023-05-28 12:00:00,USA,USA,US,280.07,340.2,50.46,24.87,False,12.0,6.0,5.0,True,279.92,True,1.22464679914735e-16,-1.0,0.149999999999977,0.149999999999977,True,266.89,279.806666666667
3371,3541,3541.0,2023-05-28 13:00:00,USA,USA,US,280.07,341.07,50.16,25.5,False,13.0,6.0,5.0,True,280.07,True,-0.258819045102521,-0.965925826289068,0.0,0.0,True,270.12,280.02
